channel_id,title,description,published_at,country,view_count,comment_count,subscriber_count,video_count,is_verified,keywords,profile_picture_url
UCCoWbJwMuyC6saU4tQrEquA,RadicalElder,"I upload Minecraft Hardcore, Let's Play, 100 Days & challenge videos, update info & world seed videos, tutorials. 

Subscribe while you're here!

My goal is to show you how I build my own Minecraft worlds and how to improve and grow your own worlds. From world seed and new world creation to how to start a world, and what farms I would then build to improve it & build anything you want.

I'm Rad. I am a Minecraft YouTuber from New York but living in Melbourne, Australia! 

Find me everywhere on http://radicalelder.info/
",2019-01-11T12:50:41Z,AU,3740313,0,44600,68,False,"minecraft gaming hardcore ""hardcore minecraft"" ""java minecraft"" ""let's play"" ""100 days"" ""1000 days minecraft"" ""100 days minecraft""",https://yt3.ggpht.com/I0TqpPOXyTASorjuNkxgwHI5qfJr9wonBOpIqLboqM72iXxl_x9KJ1qtVCPL6jcyqtCSOsukEA=s88-c-k-c0x00ffffff-no-rj
UCCigEaEk-_gOrNlPdseG1pA,Alexa Real,"you give a man a fish ... you feed him for a day
you give a chicken tnt ... no, no, no.

Now I do have tiktok:
https://www.tiktok.com/@realalexareal
",2021-04-05T10:16:22.123098Z,US,2589664576,0,3670000,852,False,"""minecraft memes"" minecraft meme ""alexa real""",https://yt3.ggpht.com/1_shYzJRf7U8wiswDu_vKeOus9qvYdRVKLy-rF1AbgNeol6krmwKEYIUJeREtDlIeujHdyvGgw=s88-c-k-c0x00ffffff-no-rj
UCCigEaEk-_gOrNlPdseG1pA,Alexa Real,"you give a man a fish ... you feed him for a day
you give a chicken tnt ... no, no, no.

Now I do have tiktok:
https://www.tiktok.com/@realalexareal
",2021-04-05T10:16:22.123098Z,US,2589664576,0,3670000,852,False,"""minecraft memes"" minecraft meme ""alexa real""",https://yt3.ggpht.com/1_shYzJRf7U8wiswDu_vKeOus9qvYdRVKLy-rF1AbgNeol6krmwKEYIUJeREtDlIeujHdyvGgw=s88-c-k-c0x00ffffff-no-rj
UCCigEaEk-_gOrNlPdseG1pA,Alexa Real,"you give a man a fish ... you feed him for a day
you give a chicken tnt ... no, no, no.

Now I do have tiktok:
https://www.tiktok.com/@realalexareal
",2021-04-05T10:16:22.123098Z,US,2589664576,0,3670000,852,False,"""minecraft memes"" minecraft meme ""alexa real""",https://yt3.ggpht.com/1_shYzJRf7U8wiswDu_vKeOus9qvYdRVKLy-rF1AbgNeol6krmwKEYIUJeREtDlIeujHdyvGgw=s88-c-k-c0x00ffffff-no-rj
UCM7ma8Vh6YzvnAB7WcXTI4w,Fábio Carvalho,"Aqui você vai encontrar um pouco do que estou aprendendo com a programação e tentando passar de uma forma simples e pratica.

",2009-06-10T22:43:18Z,,43311,0,374,14,False,,https://yt3.ggpht.com/FY3DL-rZTFDh3HkaA47sAgnFWsy_OZb-188-INuRsi4OeZrG_qgrNqDpLeMo4HLuSHhBptr_G-4=s88-c-k-c0x00ffffff-no-rj
UC2WHjPDvbE6O328n17ZGcfg,ForrestKnight,"My humble attempt at building my version of the digital world one step at a time by creating programming and computer science content to help those coming behind me.

I've tracked my coding journey since 2016 by documenting my experiences as a (now-former) computer science student & (now-former) software engineer, all in an attempt to help others coming behind me. I believe there's a lot of value in seeing how someone else has done something, so I try to teach everything I learn in this programming and computer science space as I learn it. Now, I do YouTube full-time and am able to focus on hobby projects. Really, I'm just here to have fun with code lol. Enjoy!
",2016-07-01T02:50:31Z,US,34959982,0,562000,338,False,"""Computer Science"" ""Computer Science Degree"" ""Computer Science Student"" ""Software Development"" ""Software Developer"" Software Engineer Programmer ""Software Engineering"" Coding ""Artificial Intelligence"" ""Machine Learning"" ai ml",https://yt3.ggpht.com/I3x84cuDVUoh8mj5TAE08R6ieGwTvfCxX5_iT4nQYtQfdCgULbaqIifIDfb8tj9n_ho9w6b00g=s88-c-k-c0x00ffffff-no-rj
UCvZMRtuvC-Oxg0U70YsC6GA,DUOTONE studio,,2006-05-12T21:35:40Z,,375096,0,908,57,False,fernando granja duotone skate skateboard,https://yt3.ggpht.com/ytc/AIdro_nblZsVFkJLqQfBLgnaWfT8jqfE2UesPyPbv0WLHQe8BHk=s88-c-k-c0x00ffffff-no-rj
UCowSvabJEO1u4hn_nbuQeCw,Coding Buddy,"Hello, Welcome to coding buddy, here you can learn Html, Css, JavaScript  And also Learn beautiful design of Html pages.

#CodingBuddy, #html, #Css, #JavaScript, #JavaProgramming, #Java",2021-04-30T06:11:45.184083Z,IN,28509,0,192,29,False,"Html Css JavaScript ""Html Design"" ""Html page"" ""Coding Buddy"" ""Web Design"" ""web designer"" ""web developer"" ""website maker"" ""website design""",https://yt3.ggpht.com/ShR5bEoUGcUj5SSJTiRn5pa6VDVyZ0mMwlMvnAr9yHOns0Kfq80FV-O6bdKC-GwFXMGKTNpBBxM=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCm63tB8wsKOVvxoU4iMpS2A,Dev Aprender | Jhonatan de Souza,"Aqui você irá aprender:
✔️Segredos para se tornar um PROFISSIONAL bem remunerado trabalhando com programação Python
✔️ Freelancing, Dicas de Carreira, trabalho remoto, como ganhar mais como programador
✔️ Javascript, SQL, Python, Automação, Aplicações do zero!

Redes Sociais
▶Instagram: https://www.instagram.com/devaprender/  
",2018-10-07T21:24:04Z,BR,19823763,0,329000,342,False,"""dev aprender"" ""deve aprender"" javascript sql c# html css programação algorítimos ""banco de dados"" python bot robô",https://yt3.ggpht.com/VKuVrrgTqg39qayXEgez_e4YSj15EzKI5gKQkghem7EOMGgcNtjp47CL9HMMEYESvS7qtfnyBhM=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCDqfUwybgEA9Hg3P32G4Uaw,pythonando,,2019-03-06T20:22:53Z,BR,1985791,0,36900,371,False,Pythonando,https://yt3.ggpht.com/_8WdKdafFgCcU3t1a2j9Z_sNSPBuRooAWUve6T3OOApf1G08OdN1o3RSAWe8MnnoOMzlJZo-TnQ=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCDqfUwybgEA9Hg3P32G4Uaw,pythonando,,2019-03-06T20:22:53Z,BR,1985791,0,36900,371,False,Pythonando,https://yt3.ggpht.com/_8WdKdafFgCcU3t1a2j9Z_sNSPBuRooAWUve6T3OOApf1G08OdN1o3RSAWe8MnnoOMzlJZo-TnQ=s88-c-k-c0x00ffffff-no-rj
UCDqfUwybgEA9Hg3P32G4Uaw,pythonando,,2019-03-06T20:22:53Z,BR,1985791,0,36900,371,False,Pythonando,https://yt3.ggpht.com/_8WdKdafFgCcU3t1a2j9Z_sNSPBuRooAWUve6T3OOApf1G08OdN1o3RSAWe8MnnoOMzlJZo-TnQ=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCE5Gy4FMNYrM7D3GfvbrdPA,ZippyCode,"Coding Made Easy
",2018-05-29T23:26:40Z,DE,3323796,0,26600,200,False,"""python programming"" ""python tutorial"" ""python shorts"" ""programming shorts"" ""coding shorts""",https://yt3.ggpht.com/XqeBZ9R_ic5EBO-iFlYsG-gDUkyrwGc7wWR5VOxZ_vqtStfZWDwyv1Usdlpy-eiCjcNUh_Ax=s88-c-k-c0x00ffffff-no-rj
UCtaDOcil7AXjT28K0mW7UQA,Ronan Vico,"Me siga no instagram @RonanVico 

Este canal de tecnologia ensina sobre Power Platform (Power Apps , Power Automate , Power BI e Power Virtual Agents) , Microsoft 365 , Python , VBA e muito mais!

Canal destinado a ensinar pessoas a serem mais produtivas!

",2011-01-18T05:38:38Z,BR,4287867,0,64900,477,False,"""Microsoft Excel 2016"" ""Aprender Microsoft Excel"" ""Como usar o Excel"" ""Aprender Excel"" ""Aprender Python"" ""Como programar"" ""Aprender a programar em VBA"" ""Como usar VBA"" ""O que é VBA"" ""Microsoft Power Platform"" ""O que é powerapps"" ""Curso gratuito de powerapps"" ""Curso PowerApps""",https://yt3.ggpht.com/Ip7ofcbdLYouZ_LnvO1FQlbZNDQ0DAYSaRJNrit3SaE8LwivHT9GmxuzJ6LRf4dl9LGTJM4ICQ=s88-c-k-c0x00ffffff-no-rj
UCS58303Tmd0wIKTddmRskdQ,Let's Data,"📊 Te ajudamos a se tornar um Cientista de Dados desejado pelo mercado

https://letsdata.ai",2021-02-15T20:00:16.579115Z,BR,784687,0,26300,267,False,"""ciência de dados"" ""inteligência artificial"" ""aprendizado de máquina"" algoritmo ""análise de dados"" ""engenheiro de dados"" ""engenharia de dados"" ""cientista de dados"" podcast IA ""data science"" ""artificial intelligence"" ""machine learning"" ""data analytics"" ""data scientist"" python ""analista de dados"" pandas sql ""ciência de dados"" carreira emprego curso estudar estudo ""o que fazer"" ""engenheiro de dados"" ""big data"" ""scikit learn"" aprender português pandas matplotlib ""redes neurais"" numpy",https://yt3.ggpht.com/ytc/AIdro_nOBGxqjPPlt6B0bpN82OYtAmPEuOXLgK_PgwnXSRzNgg=s88-c-k-c0x00ffffff-no-rj
UCk8a_ETbXVLOlfmMBKgDlug,Codifike,"Um canal voltado para quem adora o mundo da tecnologia, aqui tem vídeos tutoriais, cursos, bate papo, informação. Tudo relacionado a ruby on rails, python, banco de dados, SQL, dados , big data, Fundamentos de Ciência da Computação e muitas outras dicas e assuntos para ajudar você em sua carreira.

Inscreva-se agora e fique por dentro de tudo que acontece no mundo da tecnologia.

Temos diversos conteúdos feitos para todos os diferentes níveis, do iniciante ao expert, então, com certeza, este canal terá algo para você.

Curso Python para finanças:
https://fabrimatt.kpages.online/pagina_vendas_python_para_financas

🖥Nosso site
 www.codifike.com.br

Instagram
https://www.instagram.com/codifike_oficial/
",2011-10-05T21:52:52Z,BR,996549,0,22200,177,False,"FrontEnd Engenharia Software Programador Reviews Video Aulas Tecnologia CSS SQL mySQL DevOps IoT ""Machine Learning"" ""Big Data"" IA ""Inteligência Artificial"" rails ruby pandas codifike python sas etl pentaho pipeline Linux educacao programacao computador tutorial iniciante bovespa ""mercado financeiro"" acões ""como fazer"" tutorial ""python para finanças"" bitcoin criptomoedas hardware ""como crescer no youtube"" ""web scraping"" docker AWS Azure GCP python",https://yt3.ggpht.com/ytc/AIdro_mJSaB2lNaeQZ2V7crAKWKsGDi6B_OHgQdqwNGvvMtcfA=s88-c-k-c0x00ffffff-no-rj
UCzZrXU9ATV6Ifb4CeTL563g,Mk soni,"दोस्तो इस चैनल पर कॉमेडी वीडियो और मानव ज्ञान बेहद विचित्र वीडियो  यूट्यूब शार्ट वीडियो अपलोड किया जाता हैं  #सोनी फनी_क्लब 

Friends, this channel uploads comedy videos and human knowledge extremely bizarre videos to youtube short videos # Soni Funny_Club

Sony Funny club


Sony Funny club


Sony Fun club 


Sony Funny club



#सोनी funny_club",2021-12-01T19:42:38.278039Z,,469096,0,453,67,False,"""Fun club"" ""World famous comedy"" ""Comedian video"" ""Comedy video"" ""Funny comedy video"" ""Laughter comedian"" ""Funny club"" ""Funny club"" ""Soni funny club"" ""Soni comedy video"" ""SONY FUNNY CLUB"" ""Sony Funny club""",https://yt3.ggpht.com/t1VVU-iI9w_hiOzr50HHFbZGpbRCtaDXNccawV1CkhS-6NeyLUdrxIrEg47jrBcfaUC2QpH5=s88-c-k-c0x00ffffff-no-rj
UCUq1euz1jPunhUFd9S5eXcA,Programmer ONE - Sumit Tiwari - SoftEthics,"Learn to code in short time.

Hi Programming Learners, I'm Sumit Tiwari.
I started this YouTube Channel to help learners with the different concepts of the programming.
Hope it might be helpful for you. If you have any suggestion, please let me know.
Stay Connected

For Business inquiries - info@softethics.com
For courses/live classes/webinars - contact via form or WhatsApp available on softethics.com

",2017-12-28T10:29:58Z,IN,2667644,0,35700,246,False,"SOFTWARE C++ ""C PROGRAMMING"" TRAINING JAVA C# TUTORIAL PROGRAMMING ""PATTERN PROGRAMS"" HINDI ""Sumit Tiwari"" SoftEthics Loop ""Python pattern"" ""Calculator in C"" ""Programmer ONE"" ""Java Core"" ""programmer one""",https://yt3.ggpht.com/kdXvjDLRdXlpAZ4hUcklhtOjOOKYBEz5mkSEVs6ow7vN-Ca80xlj0Hj0LXDYnzhNwZJEeW-z=s88-c-k-c0x00ffffff-no-rj
UCuXlVSxG1zUX55uZ1NY4WDQ,Legendary Tech ,"
Every video is a new adventure, an opportunity to build and learn about new technology while also giving out value. I will appreciate if you can subscribe to the channel and I won't keep you waiting to see the next build.

for any enquiry
olagunjuopeyemi59@gmail.com
",2018-01-18T06:33:11Z,NG,21788,0,176,13,False,,https://yt3.ggpht.com/0btqLD9u_f7po0cJyI-1PtmwTKpz3I4b97vb2hd8oxh0TFJObZ3yAJsiWrmNPJizlhF1iqULz6s=s88-c-k-c0x00ffffff-no-rj
UCMqGy4xIIGs01ZVcBv0B8Cw,Usando Python,"🌍 Bem-vindo ao meu canal! Sou João Futi Muanda, programador Python, e aqui o foco é compartilhar meu conhecimento em programação. Você vai aprender Python, explorar ferramentas e tendências tecnológicas, e acompanhar dicas práticas para melhorar suas habilidades.

Nos meus tempos livres, também compartilho minhas aventuras pelo mundo, mostrando culturas e lugares incríveis que exploro como nômade digital.

Inscreva-se para vídeos sobre Python, tecnologia e um pouco das minhas viagens! 🚀
",2020-01-19T09:00:20.823358Z,BR,989185,0,19100,605,False,"python ""usando python"" ""using python"" ""Tutorial de Python"" ""joao futi muanda"" automacao automation tkinter pyqt kivy ""python tkinter"" ""tutorial de tkinter"" ""python projects"" ""projetos python para iniciantes"" ""python projeitos"" ""ciencia de dados"" django flask ""tutorial de Python"" ""aprender python"" matplotlib www.usandopy.com usandopy.com ""joao futi muanda""",https://yt3.ggpht.com/eJhKZC0Ano--5-L4Yx8tH-e5r1tbsenH7MGa4pNaQgdVG1rKBxAXkc4OKCIVN3o5OIFWeMG8=s88-c-k-c0x00ffffff-no-rj
UCAaKeg-BocRqphErdtIUFFw,Eduardo Mendes,Um canal sobre Python e desenvolvimento de software de uma maneira geral.,2011-10-25T09:26:00Z,BR,3070165,0,57600,426,False,"Python ""Live de Python"" ""curso de python"" ""Eduardo Mendes"" dunossauro",https://yt3.ggpht.com/ytc/AIdro_l-U0s4DusUoDq-0X9v_yvheRNXoy1jZfK7CogXkJcpz7Q=s88-c-k-c0x00ffffff-no-rj
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto.

Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos.

Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades!
",2020-10-19T13:14:14.581427Z,BR,26347432,0,570000,1121,False,"Python ""Inteligência Artifical"" ""Ciência de Dados"" Programação",https://yt3.ggpht.com/-kPp7Q9HemvXXn4yK8wbH9KFAvNeUTD6cCh1kmJRFE7GLtpdzIDhegtEfhcpa10xUyeKZUATvg=s88-c-k-c0x00ffffff-no-rj
UCZnfH7jmTFytBD3uBBXy71g,ByLearn,"Cursos online com qualidade máxima, praticidade e com um ensino rápido, eficaz e direto ao ponto.",2019-03-09T22:29:57Z,BR,318063,0,11000,146,False,"programação cursos python ""desenvolvimento de softwares"" bylearn",https://yt3.ggpht.com/ytc/AIdro_kMmlnb1KH-0wh-i3qDfmkwrvyx_hHkj7dr9slwonU_GmI=s88-c-k-c0x00ffffff-no-rj
UChGy8J-jvkIecA-qnxyEl1g,Code With Soniya,,2020-12-05T05:54:35.41869Z,,411231,0,2070,67,False,,https://yt3.ggpht.com/g-vSesOBTnqbmCKwuV8pxVzI31y_Jh8kkVUjgFwuYvnmup1mK5Emzvui7awJ5WSRNz102kQ_toc=s88-c-k-c0x00ffffff-no-rj
UCZxgQn4KRdWdCipdWIFfM_g,programming concepts,"on programming concepts channel we are going to teach or learn to code of C language, JavaScript, and python. 
programming concepts is the best channel for all computer users and also computer science students and computer engineers.
on the programming concepts channel, we post all programming-related concepts and terms like what is a scripting language, what is c language, and why learn c language. programming concepts is a youTube channel.
on this channel, I am posting videos related all technologies like what is artificial intelligence, and all programming concepts like what is object-oriented programming

#programmingconcepts 
#programming concepts 
#programming_concepts 
",2021-02-22T16:34:30.26935Z,IN,161691,0,2080,31,False,"""Programming concepts"" programming coding ""computer knowledge"" ""c language"" JavaScript ""c language tutorial"" ""PROGRAMMING CONCEPTS"" ""programming concepts"" ""Nandkishor bhavale"" computer programming_concepts programming_concepts_ ""ipl free me kaise dekhe"" code ""programming concepts channel"" ""data structure and algorithms"" ""machine learning"" ""c language tutorial"" ""computer science"" ""computer engineer"" software ""software engineering"" coder blockchain ""software developer"" ""web developer""",https://yt3.ggpht.com/ytc/AIdro_m6Thc27uZeKl-NikHITpkURMk7fUsFVe6mY0sXVN2wTg=s88-c-k-c0x00ffffff-no-rj
UCKJ2JOMmbgpoRnu7G6-notQ,Programador Aventureiro,"Olá Pythonista, eu sou Dalton e meu objetivo nesse canal é fornecer recursos gratuitos de alta qualidade para ajudá-lo a aprender a codificar e a mergulhar na indústria de programação e engenharia de software. Com ênfase especial em Python e suas aplicações em Ciência de Dados, Machine Learning e Inteligência Artificial. Aqui você encontrará tutoriais sobre conceitos de Ciência da Computação, aplicações GUI, Automação, Web Scraping, e muito mais.

Inscreva-se agora e aprenda a fazer coisas incríveis com Python!
",2019-10-17T16:56:10.210932Z,BR,264294,0,7260,194,False,"""programador aventureiro"" dalton sql sas ""curso de python"" ""aprenda python"" ""python do básico ao avançado"" ""aprenda a programar"" ""programação para iniciantes"" ""python para iniciantes"" ""curso de sql"" ""curso de sas"" ""curso de reactjs"" ""aprenda a programar do zero"" ""python do zero"" ""começando python do zero"" ""aprenda python em 1 hora"" ""aprenda python de graça"" ""programação para iniciantes python"" ""programação orientada a objetos"" ""vscode python"" flet ""python para iniciantes""",https://yt3.ggpht.com/lFHfGPREPx8XwMIOCdFIQ9IT1c5eZW0cwKrhR62rrl-dro8-CdYco3f1RvNf8h3Xr3wvjMuk=s88-c-k-c0x00ffffff-no-rj
UC9WucW7_3HiejAY3Y9L80oQ,Thales Veloso,"Canal especializado em tutoriais e vídeos de:

   ➡️ JavaScript, C#, RPA, Tecnologia
   ➡️ Python (lógica de programação)
   ➡️ Matemática e Estatística
   ➡️ Análise de Dados

▶️ Vídeos sobre dicas e melhoria de desempenho toda terça e Quinta",2010-08-23T02:36:37Z,BR,1911426,0,19700,993,False,"python programação tecnologia pandas ""analise de dados"" c# TI ""tecnologia da informação"" ""Python Flask"" ""Python Kivy""",https://yt3.ggpht.com/EidH9PIvqCOijEwDa1RqlWXFL9ifCd_oZPCyiBL2htwER7VXDqSjC6QuT2oW4x98YEuDMu6LIg=s88-c-k-c0x00ffffff-no-rj
