video_id,title,description,channel_id,published_at,category_id,tags,view_count,like_count,comment_count,duration,definition,caption,licensed_content,privacy_status,license,embeddable,public_stats_viewable,is_made_for_kids,thumbnail_url,default_audio_language,default_language,actual_start_time,scheduled_start_time,actual_end_time,scheduled_end_time,concurrent_viewers,active_live_chat_id,recording_date,topicCategories,processing_status,parts_total,parts_processed,time_left_ms,processing_failure_reason
KnxNQgiQBbw,PHP ou PYTHON? Por onde começar? — DevDrops #039,"💥 💥 Aprenda Python em 1 HORA:  https://pythonpro.com.br/aprenda-python-em-1-hora-inscricao?utm_source=youtube&utm_medium=trafego-organico&utm_campaign=links-da-descricao

⚠️ Grátis 🐍 Curso de Python do Zero: https://www.python.pro.br/curso-de-python-gratis?utm_source=youtube&utm_medium=trafego-organico&utm_campaign=links-da-descricao&utm_content=YAuSg4_IXYY

🥇 Imersão Django: https://pythonpro.com.br/imersao-django-inscricao/?utm_source=youtube&utm_medium=trafego-organico&utm_campaign=links-da-descricao&utm_content=YAuSg4_IXYY

✉️ DevPro News: https://pythonpro.com.br/newsletter-devpro/?utm_source=youtube&utm_medium=trafego-organico&utm_campaign=links-da-descricao&utm_content=YAuSg4_IXYY

🗣 Grupo de discussão dos conteúdos Python Pro: https://bit.ly/galera-python-pro​
🗣 Fique por dentro de todas nossas novidades: https://bit.ly/canal-python-pro

---

🎧  Ouça o Podcast DevPro: https://t.ly/XGM2w

👤 Siga-nos nas Redes sociais:
👉🏻 Instagram: https://instagram.com/renzoprobr
👉🏻 Twitter: https://twitter.com/renzoprobr
👉🏻 Facebook: https://www.facebook.com/pythonprobr
👉🏻 Youtube: https://www.youtube.com/canaldevpro
👉🏻 Linkedin: https://www.linkedin.com/in/renzonuccitelli

🐍  Conheça o Python Pro!
👉🏻  Python Pro: http://python.pro.br",UCGjx62365UJ8XTWU_5GZC-g,2021-12-22T15:00:22Z,28,"['python', 'python pro', 'programação', 'curso de programação online', 'curso de python online', 'curso de python básico', 'curso de python intermediário', 'curso de python completo']",5112,241,44,PT14M13S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/KnxNQgiQBbw/hqdefault.jpg,pt-BR,pt,,,,,0,,,['https://en.wikipedia.org/wiki/Technology'],,0,0,0,
9usv0I5ITQQ,Installing and Running Python In Android,,UCMToOJfzb59g6w3SioWg0PQ,2021-12-26T17:18:23Z,27,[],104045,4017,39,PT1M,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/9usv0I5ITQQ/hqdefault.jpg,en,,,,,,0,,,['https://en.wikipedia.org/wiki/Technology'],,0,0,0,
xi0vhXFPegw,Exploratory Data Analysis with Pandas Python,"In this video about exploratory data analysis with pandas and python, Kaggle grandmaster Rob Mulla will teach you the basics of how to explore data using python and pandas. Exploratory Data Analysis it a necessary tool for any data scientist. Pandas is a MUST for anyone getting into data science with python. Python is the #1 coding language for data science and has been growing over the years as an essential tool, with Pandas being the main data wrangling module. Kaggle Grandmaster Rob goes over it all in this video. In this video we discuss the basics of how to use explore data including...

Timestamps:
00:00 Introduction
01:00 Imports and reading data
03:35 Data Understanding
06:40 Data Preparation
20:57 Feature Understanding
27:35 Feature Relationships
35:30 Asking a Question about the Data
40:00 Final Thoughts

Follow me on twitch for live coding streams: https://www.twitch.tv/medallionstallion_

Intro to Pandas video: https://www.youtube.com/watch?v=_Eb0utIRdkw

Link to kaggle notebook used in the tutorial: https://www.kaggle.com/robikscube/introduction-to-exploratory-data-analysis/

* Youtube: https://www.youtube.com/channel/UCxladMszXan-jfgzyeIMyvw
* Twitch: https://www.twitch.tv/medallionstallion_
* Twitter: https://twitter.com/MedallionData
* Kaggle: https://www.kaggle.com/robikscube

#Python #Coding #DataScience #Kaggle",UCxladMszXan-jfgzyeIMyvw,2021-12-31T22:33:04Z,27,"['Exploratory Data Analysis with Pandas Python', 'python', 'tutorial', 'exploritory data analysis', 'data analytics', 'data science', 'machine learning', 'ai', 'numpy', 'data', 'Matplotlib', 'kaggle', 'exploratory data analysis', 'exploratory data analysis in python', 'exploratory data analysis python', 'pandas for beginners', 'exploratory data anaylsis in python', 'exploratory data analysis project', 'data analysis for beginners', 'analytics in python', 'data anaylsis python', 'jupyter notebook', 'kaggle for beginners', 'rob mulla']",472580,15080,472,PT40M22S,hd,True,True,public,youtube,True,True,False,https://i.ytimg.com/vi/xi0vhXFPegw/hqdefault.jpg,en-US,en-US,2021-12-31T22:33:04Z,2021-12-31T22:32:46Z,2021-12-31T23:15:40Z,,0,,2021-12-31T00:00:00Z,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
F8Sy5zAx8us,Print nth Fibonacci Number using Python #shorts #coding #programming,"👉 Source Code - https://techdecodetutorials.com/python-installation/pythonprograms/print-nth-fibonacci-number-using-python/
👉 Python Download Link: https://bit.ly/Python_Windows11
👉 Python Bootcamp Course - https://bit.ly/BeginnersPythonCourse
👉 Subscribe : https://bit.ly/2OH9Jv5

👉 Python Program To Print nth Fibonacci Number : https://techdecodetutorials.com/python-installation/pythonprograms/print-nth-fibonacci-number-using-python/

Also Watch :
How to Run C++ in Visual Studio Code on Windows 10 2021 Best IDE : https://youtu.be/jvg4VtYEhKU
How to Run C in Visual Studio Code on Windows 10 : https://youtu.be/oaebkkOP2Qg
How to Run Java in Visual Studio Code on Windows 10 : https://youtu.be/KwnavHTOBiA
How to Run Python in Visual Studio Code on Windows 10 : https://youtu.be/AKVRkB0fot0
How to Run Golang in Visual Studio Code on Windows 10 : https://youtu.be/UEvXPo4cM6c
How to Run C# in Visual Studio Code on Windows 10 : https://youtu.be/CO4BGZOuUkM


★★★Best Online Programming Courses★★★

👉 Python Programming Course ➡️ https://bit.ly/BeginnersPythonCourse
👉 Java Programming Course ➡️ https://bit.ly/JavaProgramCourse
👉 C Programming Course ➡️ https://rebrand.ly/C_Programming_Master_Course
👉 C# Programming Course ➡️ https://bit.ly/CsharpProgrammingCourse
👉 #C++ Programming Course ➡️ https://bit.ly/CplusplusCourse
👉 JavaScript Programming Course ➡️ https://rebrand.ly/Javascript_Course
👉 R Programming ➡️ https://bit.ly/RprogrammingCourse
👉 PHP Programming Course ➡️ https://bit.ly/PHP_Programming_Course
👉 Android Development Course ➡️ https://bit.ly/CompleteAndroidCourse
👉 NodeJs Programming Course ➡️ https://rebrand.ly/Javascript_Course

My name is Yogendra Singh and on this channel ​  @Tech Decode Tutorials   , I show you how you can easily download and install any programming language compiler vs interpreter and #programming hub for learning the latest programming language.

Consider subscribing for best ide and coding bootcamp.

👉 Subscribe: https://bit.ly/2OH9Jv5

If you found this video useful please give it a thumbs up and subscribe to my channel!  and If you have any questions regarding this video, please ask them in the comment section. thanks for watching! :)

Follow Us:
👉 Facebook: https://www.facebook.com/techdecodetutorials
👉 Instagram: https://www.instagram.com/techdecodetutorials/
👉 Twitter: https://twitter.com/DecodeTutorials
👉 Linkedin: https://www.linkedin.com/company/techdecodetutorials
👉 Pinterest: https://in.pinterest.com/officialtechdecode/
👉 Website : https://www.techdecodetutorials.com/

#shorts #coding #programming 

DISCLOSURE: This video and description might contain affiliate links, which means that if you click on one of the product links, I’ll receive a small commission. This help supports the channel and allows us to continue to make videos like this. Thank you for the support! [Intro Song Credit]
Valence - Infinite [NCS Release]
Video Link - https://www.youtube.com/watch?v=QHoqD47gQG8",UCuQjAtz3UyPpKmbR1p8NCLw,2021-12-11T04:30:06Z,26,"['fibonacci python code', 'techdecode', 'techdecode tutorials', 'shorts', 'short', 'coding short', 'python programming', 'python', 'python programming language', 'python code', 'learn python programming', 'learn python', 'python for beginners', 'programming', 'python programming examples', 'python basics', 'python coding', 'youtube shorts', 'youtubeshorts', 'shortvideo', 'fibonacci python', 'fibonacci python porgram', 'fibonacci number in python', 'fibonacci number', 'py', 'fibonacci py', 'code', 'print fibonacci python', 'vscode python']",8999,204,3,PT32S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/F8Sy5zAx8us/hqdefault.jpg,en-IN,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
gLaZQYZjcOE,GUIA COMPLETO DE POO COM PYTHON #2 | STATICMETHODS VS CLASS METHODS,"🚀 CONFIRA NOSSOS EVENTOS! 👇

https://pythonando.com.br/inscricao/?target=youtube

Acompanhe nossas redes sociais 👇

Instagram: https://www.instagram.com/pythonandopy/
Linkedin: https://www.linkedin.com/company/pythonando
GitHub: https://github.com/Pythonando
Telegram: https://t.me/pythonando
Discord: https://discord.gg/swnRVDJ5fg",UCDqfUwybgEA9Hg3P32G4Uaw,2021-12-14T23:39:24Z,28,"['python', 'ia', 'Inteligência artificial', 'machine learning', 'data science', 'ciência de dados', 'computação', 'programar', 'linguagem de programação', 'redes neurais', 'aprendizado de maquina', 'deep learning', 'redes neurais profundas', 'redes neurais convolucionais', 'processamento de imagens', 'ciência da computação', 'django', 'pygame', 'tkinter', 'python gui']",7640,576,35,PT12M18S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/gLaZQYZjcOE/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
nzDJF_L6Ov4,Spirit Of Python | The Most Dangerous Evil Spirit To A Believer (Real Spiritual Warfare),"The devil has many schemes and plans to attack the believer but we can conquer all through Jesus Christ!
 
Christian Motivation

You can stream Grace for Purpose Motivation and listen from anywhere:
AppleMusic/iTunes: https://cutt.ly/jd1eSYg
Also available on Spotify | Youtube Music | iTunes | Amazon Music | Tidal

👉 SUBSCRIBE & ENABLE 🔔 for weekly Christian motivational videos

►An original video created by Grace for Purpose and delivered by our team speakers.

► FOLLOW US ON SOCIAL MEDIA
              ⬛https://www.facebook.com/grace4purpose/
              ⬛https://www.instagram.com/grace4purpose/

             ⬛Footage licensed through: Artgrid
             ⬛ Music licensed through Audiojungle

For any enquiries, contact us: teamg4p@gmail.com",UCI8gcSTo1FowsRJdilsjsZw,2021-12-17T13:22:27Z,22,"['Christian', 'Motivation']",255159,9866,786,PT16M55S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/nzDJF_L6Ov4/hqdefault.jpg,en-US,,,,,,0,,,['https://en.wikipedia.org/wiki/Religion'],,0,0,0,
PG4FRcGIqp4,Python program to print odd and even number in a list.|#pythonprogram #list_program,,UChGy8J-jvkIecA-qnxyEl1g,2021-12-24T16:19:05Z,27,[],45223,1097,4,PT25S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/PG4FRcGIqp4/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
PXB3JwOMT_o,COMO CRIAR UM CANAL DE CORTES AUTOMÁTICO - #python,"#python #canalDeCortesAutomatico #automatizandoCanal

Curso do robô YouTuber de Cortes Podcast:
https://bit.ly/quero_aprender_a_fazer_o_robo

Não clique:
https://bit.ly/nao_clique_estou_avisando

Meu curso de WebScraping:
https://bit.ly/mestredowebscraping

Neste vídeo é apresentado um robô que faz upload de vídeos automaticamente para um canal de cortes de podcast no YouTube.

Alguns erros muito comuns são praticados com frequência por pessoas que tem vontade de aprender a programar. Erros facilmente corrigíveis e que podem lhe impulsionar  fazendo vocë talvez até mesmo poder escolher uma nova carreira/profissão com sua nova habilidade, ajudando a gerar mais receita e acelerando uma possível renda extra. Essa dúvida deve se tranformar em certeza mas de forma positiva, decida-se a começar aprender e dê um turn around em sua vida trabalhando com o que você ama.

#youtube #python #webscraping




CURSO AINDA ESTOU PENSANDO SE DEVO CRIAR UM CURSO:

SE VOCÊ ACHARIA LEGAL QUE SIM, DEIXE UM COMENTÁRIO DIZENDO QUE VOCÊ GOSTARIA DE FAZER UM CURSO DE WEBSCRAPING COMIGO.

--------------------------

REDES SOCIAIS
Instagram: https://www.instagram.com/garotttodoprograma/
Twitter: https://twitter.com/garotDoPrograma
Facebook: https://www.facebook.com/GarotttoDOPrograma",UCfVyBmy6otIbpT2-6zeVmbg,2021-12-08T17:06:23Z,28,"['programação', 'code', 'programmer', 'programador br', 'programador', 'código', 'codigo', 'ciência da computação', 'ciencia e tecnologia', 'tecnologia', 'developer', 'algorítmo', 'algoritmo', 'linguagem', 'aprender', 'educação', 'desenvolvedor', 'garoto de programa', 'guri da informatica', 'guri da informática', 'carinha do computador', 'python', 'curso de python', 'webscraping', 'crawler', 'aprenda a programar', 'aprender python', 'python do zero', 'robô de canal de cortes', 'python automatizando canal', 'robô do youtube', 'canal automático', 'python robo']",4116,125,21,PT22M26S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/PXB3JwOMT_o/hqdefault.jpg,pt-BR,pt-BR,,,,,0,,,[],,0,0,0,
mCcPmlr7y3U,"Reconhecimento Facial com Python, OpenCV e Mediapipe","CLIQUE AQUI PARA SABER MAIS SOBRE O CURSO COMPLETO PYTHON IMPRESSIONADOR:
https://lp.hashtagtreinamentos.com/esperapythonimpressionador?origemurl=hashtag_yt_org_listaesperapython_mCcPmlr7y3U

PARA BAIXAR O MINICURSO GRATUITO DE PYTHON: https://pages.hashtagtreinamentos.com/inscricao-minicurso-python-automacao-org?origemurl=hashtag_yt_org_minipython_mCcPmlr7y3U

-----------------------------------------------------------------------

► Arquivos Utilizados no Vídeo: https://pages.hashtagtreinamentos.com/arquivo-python-1CKoq_xzPBTB4GbiJPnByC83ZbIGKvsGU?origemurl=hashtag_yt_org_planilhapyt_mCcPmlr7y3U

► Vídeo de Instalação do Jupyter: https://youtu.be/_eK0z5QbpKA

► Vídeo de Como Controlar WebCam com Python: https://youtu.be/r8Qg3NfdiHc

-----------------------------------------------------------------------

Caso prefira o vídeo em formato de texto: https://www.hashtagtreinamentos.com/reconhecimento-facial-no-python

-----------------------------------------------------------------------

Na aula de hoje eu quero te mostrar como fazer um reconhecimento de rosto com Python (reconhecimento facial com Python) utilizando a sua webcam.

Aqui no canal já temos um vídeo de como controlar a webcam com Python e isso vai ser útil para a aula de hoje, pois vamos utilizar a webcam para esse reconhecimento facial no Python. 

Além disso nós vamos utilizar a biblioteca OpenCV, que é uma biblioteca para tratamento de imagens muito utilizada.

E vamos utilizar também a biblioteca mediapipe que possui uma ferramenta para reconhecimento de imagens criada pela Google, então você vai ter a possibilidade de fazer reconhecimento de imagens e não só de rosto.

E aí, vamos pra aula aprender esse conteúdo incrível já para você aplicar no seu próximo projeto em Python?

-----------------------------------------------------------------------

Hashtag Programação

► Inscreva-se em nosso canal: http://bit.ly/3c0LJQi
► Ative as notificações (clica no sininho)!
► Curta o nosso vídeo!

-----------------------------------------------------------------------

Redes Sociais

► Blog: https://bit.ly/2MRUZs0
► YouTube: http://bit.ly/3c0LJQi
► Instagram: https://bit.ly/3o6dw42
► Facebook: http://bit.ly/3qGtaF2

Aqui nos vídeos do canal da Hashtag Programação ensinamos diversas dicas de Python para que você consiga se desenvolver nessa linguagem de programação!

-----------------------------------------------------------------------

#python #hashtagprogramacao",UCafFexaRoRylOKdzGBU6Pgg,2021-12-09T20:00:11Z,27,"['Reconhecimento facial', 'Reconhecimento facial com Python', 'Reconhecimento de rosto', 'Reconhecimento de rosto com Python', 'OpenCV', 'Mediapipe', 'Reconhecimento facial no Python', 'Reconhecimento de rosto no Python', 'Biblioteca OpenCV', 'Biblioteca para tratamento de imagens', 'Biblioteca mediapipe', 'Ferramenta para reconhecimento de imagens', 'Controlar a webcam', 'Controlar a webcam com Python', 'Como controlar a webcam com Python', 'hashtag programação', 'curso de python', 'curso de python online']",51106,2652,82,PT24M15S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/mCcPmlr7y3U/hqdefault.jpg,pt-BR,,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
WsgeYUgcxzI,How to confuse a Python developer,"How to confuse a Python developer. Do you know the explanation?
Find Python jobs: https://pythonengineer.pallet.com

⭐  Join Our Discord : https://discord.gg/FHMg9tKFSN

~~~~~~~~~~~~~~~ CONNECT ~~~~~~~~~~~~~~~

🖥️ Website: https://www.python-engineer.com
🐦 Twitter - https://twitter.com/patloeber
✉️ Newsletter - https://www.python-engineer.com/newsletter
📸 Instagram - https://www.instagram.com/patloeber
🦾 Discord: https://discord.gg/FHMg9tKFSN
▶️  Subscribe: https://www.youtube.com/channel/UCbXgNpp0jedKWcQiULLbDTA?sub_confirmation=1

~~~~~~~~~~~~~~ SUPPORT ME  ~~~~~~~~~~~~~~

🅿 Patreon - https://www.patreon.com/patrickloeber

#Python #shorts",UCbXgNpp0jedKWcQiULLbDTA,2021-12-28T18:06:09Z,27,['Python'],1012983,30270,547,PT11S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/WsgeYUgcxzI/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
TIe5gOfoLlg,Can I really do this with Python 🤯 #shorts #python,"#shorts #python #codingtower
#virus #pythonprojects #ytshorts #youtubeshorts #pythontutorial #coding
coding shorts
python turtle
python coding
python projects
python tutorial
turtle graphics
programming
python turtle tutorial
python turtle graphics
python turtle graphics tutorial
python turtle projects
python programming
python turtle art
python turtle module
python coding projects",UCudrJHgcnj3NEhZ9LX16FXg,2021-12-30T11:10:55Z,27,"['coding', 'coding shorts', 'learn python', 'programming', 'python', 'python basics', 'python coding projects', 'python course', 'python for beginners', 'python programming', 'python projects', 'python turtle', 'python turtle graphics', 'python turtle graphics tutorial', 'python turtle module', 'python turtle projects', 'python turtle tutorial', 'python tutorial', 'python tutorial for beginners', 'shorts', 'turtle graphics', 'ytshorts', 'python coding status']",1555,106,5,PT37S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/TIe5gOfoLlg/hqdefault.jpg,en-US,,,,,,0,,,['https://en.wikipedia.org/wiki/Technology'],,0,0,0,
iO9UAFt4ibs,Tutorial de controle de acesso com JWT em aplicações Python,"Este tutorial explica o que é Token JWT e como utilizá-lo em aplicações Python. 

Todo o material referenciado no vídeo, inclusive códigos-fonte e PDFs pode ser encontrado em: https://github.com/cleuton/jwt

Dê o seu Like, se inscreva no canal e ative as notificações!

Desenvolvimento, Software, Python, REST, Web, Segurança, Access Token, Bearer Token, JSON, JWT",UCbpAbEPlDMlyAEk6UKKIW9w,2021-12-19T08:07:31Z,28,[],2984,109,15,PT10M25S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/iO9UAFt4ibs/hqdefault.jpg,,,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
y4khTMPZnAo,FUNÇÕES GERADORAS COM PYTHON,"🚀 CONFIRA NOSSOS EVENTOS! 👇

https://pythonando.com.br/inscricao/?target=youtube

Acompanhe nossas redes sociais 👇

Instagram: https://www.instagram.com/pythonandopy/
Linkedin: https://www.linkedin.com/company/pythonando
GitHub: https://github.com/Pythonando
Telegram: https://t.me/pythonando
Discord: https://discord.gg/swnRVDJ5fg",UCDqfUwybgEA9Hg3P32G4Uaw,2021-12-13T23:00:22Z,28,"['python', 'ia', 'Inteligência artificial', 'machine learning', 'data science', 'ciência de dados', 'computação', 'programar', 'linguagem de programação', 'redes neurais', 'aprendizado de maquina', 'deep learning', 'redes neurais profundas', 'redes neurais convolucionais', 'processamento de imagens', 'ciência da computação', 'django', 'pygame', 'tkinter', 'python gui']",1104,78,5,PT29M20S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/y4khTMPZnAo/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
ZExFN4NchiU,I Created the FIRST Python Program that can DIVIDE by Zero! (NO ZeroDivisionError!) #shorts,"#shorts #short 

💻 Instagram: https://www.instagram.com/im.ardens/
💻 Discord: https://discord.gg/yaNKyJ26pn
💻 GitHub: https://github.com/myNameIsArdens",UCgCezP1ThHMANeuHtnf1Euw,2021-12-06T05:15:11Z,24,['computer programming'],125940,8812,325,PT25S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/ZExFN4NchiU/hqdefault.jpg,en-US,,,,,,0,,,[],,0,0,0,
P6uiLQ6F7Mo,O QUE É UM BANCO DE DADOS? | Computação para Curiosos,"No mundo altamente digitalizado em que vivemos: tudo vira dado. E esses dados, em sua maioria, são armazenados para que a gente, como usuário final possa consultar ou para que os cientistas de dados possam utiliza-los para aprimorar os serviços que usamos, preferencialmente com nosso consentimento!

Nesse contexto, é bem provável que você já tenha se pergunta para onde vão todos esses dados...para os bancos de dados. Mas o que é exatamente um banco de dados? Por que precisamos deles para armazenar dados? O que é um Sistema de Gerenciamento de Banco de Dados (SGBD)? Qual a diferença entre banco de dados SQL e NoSQL? Qual a diferença entre banco de dados Relacional e Não-Relacional? 

Todas essas perguntas são respondidas pela Kizzy nesse vídeo. O QUE É UM BANCO DE DADOS? Computação para Curiosos 05

Você vai gostar também:
O QUE É uma LINGUAGEM de Programação? | Computação para Curiosos https://youtu.be/yT22ylhonfs
O que é Visão Computacional? https://youtu.be/RSkbjZZb-1c
O que eu faria se COMEÇASSE DO ZERO hoje na CIÊNCIA DE DADOS | Cientista de Dados Responde https://youtu.be/5hCCDdzurhA

Computação para Curiosos: https://www.youtube.com/watch?v=yT22ylhonfs&list=PL5TJqBvpXQv6V0iF4fMUNzRG6dcJ5xSSO 

Bancos de dados são coleções organizadas de dados que se relacionam de forma a criar algum sentido e dar mais eficiência durante uma pesquisa ou estudo científico. Portanto, pressupõe uma lógica, não são arquivos guardados de forma aleatória. Mas não basta organizar os dados a gente precisa de uma forma de gerenciar isso. Criar, remover, atualizar, deletar. O famoso CRUD. Pra isso existem softwares que auxiliam nessa gestão dos dados, os sistemas de gerenciamentos de bancos de dados, os SGBDs. 

E como funciona isso na prática? São softwares, aplicações, que rodam em uma computador com capacidade de processamento para fazer essa gestão e para armazenar os dados em arquivos organizados em um banco de dados.

Referências:
Elmasri, Ramez. Sistemas de banco de dados. 6. ed. São Paulo: Pearson Addinson Wesley, 2011.

📚  Livro para estudar Bancos de Dados - https://amzn.to/3Hjjusc
📚 Livros recomendados de Data Science: https://amzn.to/2XZyxUr
📚 Livros de Algoritmos e Estruturas de Dados: https://amzn.to/3d5wK4m
SetUp - Equipamentos: https://amzn.to/37Cg3N2

Cortes do Programação Dinâmica: https://www.youtube.com/channel/UC7gobM-LHqSO0kwHPnutk4Q
🟣 Canal na Twitch para lives: https://www.twitch.tv/pgdinamica
🟦 Canal do Telegram para receber todos os vídeos: https://t.me/pgdinamica

🥰 Se você gosta do nosso trabalho e acha relevante a nossa atuação no Youtube, considere nos apoiar se tornando membro do canal: https://www.youtube.com/programacaodinamica/join

✉️ E-mails:
– Propostas comerciais: pgdinamica@brunch.ag
– Demais assuntos: contato@programacaodinamica.com.br

👩🏾‍💻👨🏾‍💻 Confira mais conteúdo em nosso blog: https://medium.com/programacaodinamica

🔥 Faça parte da comunidade gratuita Programação Mais Dinâmica: https://bit.ly/pgsparkle (baixe o app e entre na comunidade)

TikTok: @pgdinamica

📸 Nos siga no Instagram: https://instagram.com/pgdinamica 
📸 @kizzy_terra  @hallpaz

🐦 Nos siga no Twitter: https://twitter.com/pgdinamica 
🐦 @kizzy_terra @hallpaz

* Curta a Programação Dinâmica no facebook: fb.com/pgdinamica
* Nosso repositório no Github: github.com/programacaodinamica
* Confira os artigos no Python Café: pythoncafe.com.br",UC70mr11REaCqgKke7DPJoLg,2021-12-23T20:30:05Z,28,"['programação dinâmica', 'banco de dados', 'banco de dados sql', 'o que é banco de dados', 'sgbd banco de dados', 'sgbd o que é', 'mysql', 'postgresql', 'mongodb', 'banco de dados relacional', 'sistema de gerenciamento de banco de dados', 'banco de dados o que é', 'banco de dados o que faz', 'bases de dados', 'database', 'programação', 'ciência da computação', 'engenheiro de dados', 'cientista de dados', 'ciência de dados', 'engenharia de dados', 'dados na nuvem', 'o que é dado', 'banco de dados programação', 'armazenar dados']",28092,3034,244,PT6M21S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/P6uiLQ6F7Mo/hqdefault.jpg,pt-BR,pt-BR,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
--s6RQ3Me3A,BANCO DE DADOS RELACIONAL X NÃO RELACIONAL - QUAL A DIFERENÇA? - DEVARIA,"Olá, mundo! Tudo bem com vocês? 

Hoje vamos te mostrar qual a diferença entre Banco de Dados Relacional (SQL) e Banco de Dados Não Relacional (NOSQL), confiria com a Devaria!


Gostou desse vídeo e quer ver a aula completa?https://youtu.be/hJ9GdIii15g

Ficou com alguma dúvida em relação ao conteúdo? Acesse nosso grupo do Facebook https://www.facebook.com/groups/devaria que nós responderemos. 

Assistiu esse vídeo e gostou? Se inscreve no canal, ativa o sininho para receber as notificações e deixe seu like!

Obrigado e até mais!

--------

Quer saber mais o que é a Devaria? https://youtu.be/ZEqYpFQZHsw

Segue a gente no Insta e confira nosso dia a dia

RAFA
https://www.instagram.com/rafamazzucato/

DANI
https://www.instagram.com/castellodaniel/

DEVARIA
https://www.instagram.com/devaria_oficial/


#BancoDeDados #SQL #Programação #Dev #Dados",UCai0pClQW1kPkAGpjV8LJrA,2021-12-16T22:01:34Z,28,[],11345,671,19,PT7M27S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/--s6RQ3Me3A/hqdefault.jpg,pt-BR,,,,,,0,,,[],,0,0,0,
huZRz1CCbqI,Macro para armazenar informações em um banco de dados no Excel,"Aprenda a como fazer uma macro que te auxilia a armazenar dados em uma tabela base no Microsoft Excel.

#macro
#microsoftexcel
#excel",UCkSLAYplobH42Vripj6xxzg,2021-12-14T00:16:06Z,27,[],763227,57579,474,PT54S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/huZRz1CCbqI/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
